ticker;company_BC;tickersect;sector;;;;;;
LAZ;Lazard Ltd.;DJUSSB;INVESTMENT SERVICES;;;;;;
LEHNQ;Lehman Brothers Holdings Capital Trust VI 6.24% Pfd. Series N;DJUSSB;INVESTMENT SERVICES;;;;;;
LHHMQ;Lehman Brothers Holdings Capital Trust V 6% Pfd. Series M;DJUSSB;INVESTMENT SERVICES;;;;;;
LEHLQ;Lehman Brothers Holdings Capital Trust IV 6.375% Pfd. Series L;DJUSSB;INVESTMENT SERVICES;;;;;;
LEHKQ;Lehman Brothers Holdings Capital Trust III 6.375% Pfd. Series K;DJUSSB;INVESTMENT SERVICES;;;;;;
LPLA;LPL Financial Holdings Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
MQBKY;Macquarie Group Ltd. ADS;DJUSSB;INVESTMENT SERVICES;;;;;;
MKTX;MarketAxess Holdings Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
MHCC;Millennium Healthcare Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
MWR;Morgan Stanley Capital Trust III 6.25% Capital Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
MS.PA;Morgan Stanley Non-Cum. Pfd. Series A;DJUSSB;INVESTMENT SERVICES;;;;;;
MS.PE;Morgan Stanley Dep. Pfd. (Rep. 1/1000th Non-Cum. Pfd. Series E);DJUSSB;INVESTMENT SERVICES;;;;;;
MS.PF;Morgan Stanley Dep. Pfd. (Rep. 1/1000th Pfd. Series F);DJUSSB;INVESTMENT SERVICES;;;;;;
MS.PG;Morgan Stanley Dep. Pfd. (Rep. 1/1000th Pfd. Series G);DJUSSB;INVESTMENT SERVICES;;;;;;
MS.PI;Morgan Stanley Dep. Pfd. (Rep. 1/1000th Non-Cum. Pfd. Series 1);DJUSSB;INVESTMENT SERVICES;;;;;;
MS;Morgan Stanley;DJUSSB;INVESTMENT SERVICES;;;;;;
MWG;Morgan Stanley Capital Trust IV 6.25% Cap. Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
MWO;Morgan Stanley Capital Trust V 5.625% Cap. Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
MSJ;Morgan Stanley Capital Trust VI 6.6% Capital Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
MSZ;Morgan Stanley Capital Trust VII 6.6% Capital Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
HJV;MS Structured Asset Corp. SATURNS J.C. Penney Co. Inc. Deb-Bkd Series 2007-1 7.00% Call Cl A Un;DJUSSB;INVESTMENT SERVICES;;;;;;
MSK;Morgan Stanley Capital Trust VIII 6.45% Trust Pfd. Secs.;DJUSSB;INVESTMENT SERVICES;;;;;;
NDAQ;NASDAQ OMX Group Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
NHLDD;National Holdings Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
NMR;Nomura Holdings Inc. ADS;DJUSSB;INVESTMENT SERVICES;;;;;;
OPY;Oppenheimer Holdings Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
OTCM;OTC Markets Group Inc. Cl A;DJUSSB;INVESTMENT SERVICES;;;;;;
PBYA;Panther Biotechnology Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
PJC;Piper Jaffray Cos.;DJUSSB;INVESTMENT SERVICES;;;;;;
RJF;Raymond James Financial Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
RCAP;RCS Capital Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
SCHW.PB;Charles Schwab Corp. Dep. Pfd. (Rep. 1/40th Non-Cum. Perp. Pfd. Series B);DJUSSB;INVESTMENT SERVICES;;;;;;
JBN;Select Asset Inc. CorTS for J.C. Penney Deb. Bkd Series 2007-1 Cl A-1 7.00%;DJUSSB;INVESTMENT SERVICES;;;;;;
SIEB;Siebert Financial Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
SPXCF;Singapore Exchange Ltd.;DJUSSB;INVESTMENT SERVICES;;;;;;
SF;Stifel Financial Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
GJV;Synthetic-Fixed-Income Securities Inc. 7% STRATS News America Inc. Call Cl A-1 Series 2006-4;DJUSSB;INVESTMENT SERVICES;;;;;;
GJT;Synthetic Fixed-Income Securities Inc. STRATS Trust for Allstate Corp. Securities, Series 2006-3;DJUSSB;INVESTMENT SERVICES;;;;;;
GJP;Synthetic Fixed-Income Securities Inc. for Dominion Resources Inc. Securities Series 2005-6 Fltg. Rate STRATS;DJUSSB;INVESTMENT SERVICES;;;;;;
GJR;Synthetic Fixed-Income Securities Inc. Fltg Rate STRATS Series 2006-1 for Procter & Gamble Secs. Seies 2006-1;DJUSSB;INVESTMENT SERVICES;;;;;;
GJO;Synthetic Fixed-Income Securities Inc. 4.65% Fltg. Rate STRATS for Wal-Mart Stores Inc. Series 2005-4 .;DJUSSB;INVESTMENT SERVICES;;;;;;
AMTD;TD Ameritrade Holding Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
VBIV;VBI Vaccines Inc.;DJUSSB;INVESTMENT SERVICES;;;;;;
WTEC;Westech Capital Corp.;DJUSSB;INVESTMENT SERVICES;;;;;;
FMCKJ;Freddie Mac 8.375% Non-Cum. Perp. Conv. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
ASPS;Altisource Portfolio Solutions S.A.;DJUSMF;MORTAGE FINANCE;;;;;;
ATAX;America First Multifamily Investors L.P.;DJUSMF;MORTAGE FINANCE;;;;;;
CHMI;Cherry Hill Mortgage Investment Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
EFC;Ellington Financial LLC;DJUSMF;MORTAGE FINANCE;;;;;;
ESNT;Essent Group Ltd.;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAG;Fannie Mae 5.375% Non-Cum Pfd. Series I;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAJ;Fannie Mae 7.625% Non-Cum. Pfd. Series R;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAS;Fannie Mae Fixed-to-Fltg Rate Non Cum. Pfd. Series S;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAM;Fannie Mae 5.81% Non-Cum. Pfd. Series H;DJUSMF;MORTAGE FINANCE;;;;;;
FNMA;Fannie Mae;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAK;Fannie Mae 5.50% Non-Cum. Pfd. Series N;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAO;Fannie Mae Non Cum. Pfd. Series G;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAH;Fannie Mae Variable Rate Non-Cum. Pfd. Series P;DJUSMF;MORTAGE FINANCE;;;;;;
AGM.PB;Federal Agricultural Mortgage Corp. 6.875% Pfd. Series B;DJUSMF;MORTAGE FINANCE;;;;;;
AGM.PA;Federal Agricultural Mortgage Corp. 5.875% Non-Cum. Pfd. Series A;DJUSMF;MORTAGE FINANCE;;;;;;
AGM;Federal Agricultural Mortgage Corp. Cl C;DJUSMF;MORTAGE FINANCE;;;;;;
AGM.PC;Federal Agricultural Mortgage Corp. 6% Fixed to Floating Pfd. Series C;DJUSMF;MORTAGE FINANCE;;;;;;
AGM.A;Federal Agricultural Mortgage Corp. Cl A;DJUSMF;MORTAGE FINANCE;;;;;;
FMCKM;Freddie Mac 5.57% Non-Cum. Perp. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCKO;Freddie Mac 5.9% Non-Cum. Perp. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FNFV;Fidelity National Financial Inc. Tracking Stock;DJUSMF;MORTAGE FINANCE;;;;;;
FNF;Fidelity National Financial Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
FNMAT;Fannie Mae 8.25% Non-Cum. Pfd. Series T;DJUSMF;MORTAGE FINANCE;;;;;;
FMCKI;Freddie Mac 6.55% Non-Cum. Perp. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCCL;Freddie Mac Variable Rate Non-Cum. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCKN;Freddie Mac 5.66% Non-Cum. Perp. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCCO;Freddie Mac 5.8% Non-Cum. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCCP;Freddie Mac 6.00% Non-Cum. Pfd.;DJUSMF;MORTAGE FINANCE;;;;;;
FMCC;Freddie Mac;DJUSMF;MORTAGE FINANCE;;;;;;
FMCCJ;Freddie Mac Variable Rate Non-Cum. Pfd. $1.00 per value;DJUSMF;MORTAGE FINANCE;;;;;;
HLSS;Home Loan Servicing Solutions Ltd.;DJUSMF;MORTAGE FINANCE;;;;;;
IMH;IMPAC Mortgage Holdings Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
ITIC;Investors Title Co.;DJUSMF;MORTAGE FINANCE;;;;;;
LADR;Ladder Capital Corp. Cl A;DJUSMF;MORTAGE FINANCE;;;;;;
TREE;LendingTree Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
MTG;MGIC Investment Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
MMAC;MMA Capital Management LLC;DJUSMF;MORTAGE FINANCE;;;;;;
NSM;Nationstar Mortgage Holdings Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
NMIH;NMI Holdings Inc. Cl A;DJUSMF;MORTAGE FINANCE;;;;;;
NOVC;Novation Cos. Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
OCN;Ocwen Financial Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
PFSI;PennyMac Financial Services Inc. Cl A;DJUSMF;MORTAGE FINANCE;;;;;;
RDN;Radian Group Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
RESCU;ResCap Liquidating Trust;DJUSMF;MORTAGE FINANCE;;;;;;
SNFCA;Security National Financial Corp. Cl A;DJUSMF;MORTAGE FINANCE;;;;;;
SGRH;Signature Group Holdings Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
STC;Stewart Information Services Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
SGM;Stonegate Mortgage Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
WD;Walker & Dunlop Inc.;DJUSMF;MORTAGE FINANCE;;;;;;
WAC;Walter Investment Management Corp.;DJUSMF;MORTAGE FINANCE;;;;;;
FCBC;First Community Bancshares Inc. (Nevada);DJUSBK;BANKS;;;;;;
FBNK;First Connecticut Bancorp Inc.;DJUSBK;BANKS;;;;;;
FCCY;1st Constitution Bancorp;DJUSBK;BANKS;;;;;;
THFF;First Financial Corp. (Indiana);DJUSBK;BANKS;;;;;;
FIBK;First Interstate BancSystem Inc. Cl A;DJUSBK;BANKS;;;;;;
SRCE;1st Source Corp.;DJUSBK;BANKS;;;;;;
FBPRO;First Bancorp Non-Cum. Perpetual MIPS Series B;DJUSBK;BANKS;;;;;;
WSFSL;WSFS Financial Corp. 6.25% Sr. Notes due 2019;DJUSBK;BANKS;;;;;;
CUBS;Customers Bancorp Inc. 6.375% Sr. Notes due 2018;DJUSBK;BANKS;;;;;;
CUBS;Customers Bancorp Inc. 6.375% Sr. Notes due 2018;DJUSBK;BANKS;;;;;;
ISF;ING Groep N.V. 6.375% Perpetual Hybrid Capital Sec.;DJUSBK;BANKS;;;;;;
TCBIL;Texas Capital Bancshares Inc. 6.5% Sub. Notes due 2042;DJUSBK;BANKS;;;;;;
JPM.PC;JPMorgan Chase Capital XXIX 6.70% Capital Secs Series CC;DJUSBK;BANKS;;;;;;
PVTD;PrivateBancorp Inc. 7.125% Sub. Deb. due 2042;DJUSBK;BANKS;;;;;;
BOCA;Banc of California Inc. Sr. Notes;DJUSBK;BANKS;;;;;;
LYG.PA;Lloyds Banking Group PLC 7.75% PINES 2050;DJUSBK;BANKS;;;;;;
ANCX;Access National Corp.;DJUSBK;BANKS;;;;;;
ACNB;ACNB Corp.;DJUSBK;BANKS;;;;;;
ACGBY;Agricultural Bank of China Ltd. ADS;DJUSBK;BANKS;;;;;;
AJSB;AJS Bancorp Inc.;DJUSBK;BANKS;;;;;;
AKBTY;Akbank T.A.S. ADS;DJUSBK;BANKS;;;;;;
ALLY;Ally Financial Inc.;DJUSBK;BANKS;;;;;;
ALBKY;Alpha Bank A.E. ADS;DJUSBK;BANKS;;;;;;
ALLY.PB;Ally Financial Inc. Fixed Rate/Fltg Rate Perp. Pfd. Series A;DJUSBK;BANKS;;;;;;
ASRVP;AmeriServ Financial Inc. Pfd.;DJUSBK;BANKS;;;;;;
AMRB;American River Bankshares;DJUSBK;BANKS;;;;;;
AMNB;American National Bankshares Inc.;DJUSBK;BANKS;;;;;;
AUNB;Americas United Bank;DJUSBK;BANKS;;;;;;
ABCB;Ameris Bancorp;DJUSBK;BANKS;;;;;;
ASRV;AmeriServ Financial Inc.;DJUSBK;BANKS;;;;;;
ATLO;Ames National Corp.;DJUSBK;BANKS;;;;;;
ABCW;Anchor Bancorp Wisconsin Inc.;DJUSBK;BANKS;;;;;;
ABCWQ;Anchor Bancorp Wisconsin Inc;DJUSBK;BANKS;;;;;;
ANZBY;Australia & New Zealand Banking Group Ltd. ADS;DJUSBK;BANKS;;;;;;
AROW;Arrow Financial Corp.;DJUSBK;BANKS;;;;;;
ASBB;ASB Bancorp Inc.;DJUSBK;BANKS;;;;;;
ASB.PB;Associated Banc-Corp. Dep Pfd. (Rep. 8% Pfd. Series B);DJUSBK;BANKS;;;;;;
ASB.WS;Associated Banc-Corp. Wt;DJUSBK;BANKS;;;;;;
ASB;Associated Banc-Corp.;DJUSBK;BANKS;;;;;;
ASB;Associated Banc-Corp.;DJUSBK;BANKS;;;;;;
AF.PC;Astoria Financial Corp. Dep. Pfd. (Rep. 1/40th 6.5% Perp. Pfd. Series C);DJUSBK;BANKS;;;;;;
AF;Astoria Financial Corp.;DJUSBK;BANKS;;;;;;
ACFC;Atlantic Coast Financial Corp.;DJUSBK;BANKS;;;;;;
BAC.PZ;BAC Capital Trust VIII 6% Capital Secs.;DJUSBK;BANKS;;;;;;
MHM;Bank of America Corp. Market Index Target Term Secs for S&P 500 Index 2015;DJUSBK;BANKS;;;;;;
MHW;Bank of America Corp. MITTS for Dow Jones Industrial Average 2015;DJUSBK;BANKS;;;;;;
DFF;Bank of America Corp. MITTS Linked to Dow Jones Industrial Average;DJUSBK;BANKS;;;;;;
BANC.PC;Banc of California Inc. Dep. Pfd. (Rep. 1/40th Perp. Pfd. Series C);DJUSBK;BANKS;;;;;;
BANC;Banc of California Inc.;DJUSBK;BANKS;;;;;;
BANC;Banc of California Inc.;DJUSBK;BANKS;;;;;;
BANF;BancFirst Corp.;DJUSBK;BANKS;;;;;;
BBVA;Banco Bilbao Vizcaya Argentaria S.A. ADS;DJUSBK;BANKS;;;;;;
BBD;Banco Bradesco S/A Pref ADS;DJUSBK;BANKS;;;;;;
BBDO;Banco Bradesco S/A Ord ADS;DJUSBK;BANKS;;;;;;
BDORY;Banco do Brasil S/A ADS;DJUSBK;BANKS;;;;;;
BMA;Banco Macro S.A. ADS;DJUSBK;BANKS;;;;;;
BSAC;Banco Santander-Chile ADS;DJUSBK;BANKS;;;;;;
CIB;BanColombia S.A. ADS;DJUSBK;BANKS;;;;;;
TBBK;The Bancorp Inc.;DJUSBK;BANKS;;;;;;
BKJ;Bancorp of New Jersey Inc.;DJUSBK;BANKS;;;;;;
BXS;BancorpSouth Inc.;DJUSBK;BANKS;;;;;;
BFNC;Bank First National Corp.;DJUSBK;BANKS;;;;;;
BKHYY;Bank Hapoalim B.M. ADS;DJUSBK;BANKS;;;;;;
BKMU;Bank Mutual Corp.;DJUSBK;BANKS;;;;;;
BML.PG;Bank of America Corp. Dep. Pfd. (Rep. 1/1200th Interest in a share of Float Rate Com. Pfd. Series 1);DJUSBK;BANKS;;;;;;
BML.PH;Bank of America Corp. Dep. Pfd. (Rep. 1/1200th Interest in a Share of Floating Rate Non. Cum. Pfd. Series 2);DJUSBK;BANKS;;;;;;
BML.PI;Bank of America Corp. Dep. Pfd. (Rep. 1/1200th interest of a share of 6.375% Non-Cum Pfd Series 3);DJUSBK;BANKS;;;;;;
BML.PJ;Bank of America Corp. Dep. Pfd. (Rep. 1/1200th interest of a share of Fltg Rate Non-Cum Pfd Series 4);DJUSBK;BANKS;;;;;;
BML.PL;Bank of America Corp. Dep. Pfd. (Rep. 1/1200th interest of a share of Non-Cum Pfd Series 5);DJUSBK;BANKS;;;;;;
BAC.PD;Bank of America Corp. Dep. Pfd. (Rep. 1/1000th Interest in a share of 6.204% Non-Cum Pfd Series D);DJUSBK;BANKS;;;;;;
BAC.PI;Bank of America Corp. Dep. Pfd. (Rep. 1/1000th Interest in a share of 6.625% Non-Cum Pfd Series I);DJUSBK;BANKS;;;;;;
BAC;Bank of America Corp.;DJUSBK;BANKS;;;;;;
BAC.WS.B;Bank of America Corp. Cl B Wt;DJUSBK;BANKS;;;;;;
BAC.WS.A;Bank of America Corp. Cl A Wt;DJUSBK;BANKS;;;;;;
BACHF;Bank of China Ltd.;DJUSBK;BANKS;;;;;;
BOH;Bank of Hawaii Corp.;DJUSBK;BANKS;;;;;;
BKYF;Bank of Kentucky Financial Corp.;DJUSBK;BANKS;;;;;;
BMRC;Bank of Marin Bancorp;DJUSBK;BANKS;;;;;;
BNNP;Bank of Napa;DJUSBK;BANKS;;;;;;
OZRK;Bank of The Ozarks Inc.;DJUSBK;BANKS;;;;;;
BFIN;BankFinancial Corp.;DJUSBK;BANKS;;;;;;
BKNIY;Bankinter S.A. ADS;DJUSBK;BANKS;;;;;;
BKU;BankUnited Inc.;DJUSBK;BANKS;;;;;;
BKU;BankUnited Inc.;DJUSBK;BANKS;;;;;;
BWFG;Bankwell Financial Group Inc.;DJUSBK;BANKS;;;;;;
BANR;Banner Corp.;DJUSBK;BANKS;;;;;;
BHB;Bar Harbor Bankshares;DJUSBK;BANKS;;;;;;
BCS.PA;Barclays Bank PLC Pfd. Series A;DJUSBK;BANKS;;;;;;
BCS.PC;Barclays Bank PLC ADS Series 4;DJUSBK;BANKS;;;;;;
BCS.P;Barclays Bank PLC ADS (Rep 1 Non-Cum Call Dollar Pref Shs Series 2);DJUSBK;BANKS;;;;;;
BCS.PD;Barclays PLC ADS Series 5 (Rep Non-Cum Call Dollar Pref Shs Series 5);DJUSBK;BANKS;;;;;;
BCS;Barclays PLC ADS;DJUSBK;BANKS;;;;;;
BYBK;Bay Bancorp Inc.;DJUSBK;BANKS;;;;;;
BCML;Bay Commercial Bank;DJUSBK;BANKS;;;;;;
BYLK;Baylake Corp.;DJUSBK;BANKS;;;;;;
BBT;BB&T Corp.;DJUSBK;BANKS;;;;;;
BBT.PD;BB&T Corp. Dep. Pfd. (Rep. 1/1000 Non-Cum. Perp. Pfd. Series D);DJUSBK;BANKS;;;;;;
BBT.PE;BB&T Corp. Dep. Pfd. (Rep. 1/1000 Perp. Pfd. Series E);DJUSBK;BANKS;;;;;;
BBT.PF;BB&T Corp. Dep. Pfd. (Rep. 1/1000th Perp. Pfd. Series F);DJUSBK;BANKS;;;;;;
BBT.PG;BB&T Corp. Dep. Pfd. (Rep. 1/1000 5.5% Non-Cum. Perp. Pfd. Series G);DJUSBK;BANKS;;;;;;
BBCN;BBCN Bancorp Inc.;DJUSBK;BANKS;;;;;;
BFR;BBVA Banco Frances S.A. ADS;DJUSBK;BANKS;;;;;;
BBX;BBX Capital Corp. Cl A;DJUSBK;BANKS;;;;;;
SAN;Banco Santander S.A. ADS;DJUSBK;BANKS;;;;;;
BCBP;BCB Bancorp Inc.;DJUSBK;BANKS;;;;;;
BLX;Banco Latinoamericano de Comercio Exterior S.A. Cl E;DJUSBK;BANKS;;;;;;
BSF;Bear State Financial Inc.;DJUSBK;BANKS;;;;;;
BNCL;Beneficial Bancorp Inc.;DJUSBK;BANKS;;;;;;
BHLB;Berkshire Hills Bancorp Inc.;DJUSBK;BANKS;;;;;;
BHLB;Berkshire Hills Bancorp Inc.;DJUSBK;BANKS;;;;;;
BANFP;BFC Capital Trust II 7.2% Cum. Trust Pfd. Secs;DJUSBK;BANKS;;;;;;
BFCF;BFC Financial Corp. Cl A;DJUSBK;BANKS;;;;;;
BACHY;Bank of China Ltd. ADS;DJUSBK;BANKS;;;;;;
BOCH;Bank of Commerce Holdings;DJUSBK;BANKS;;;;;;
PPERY;Bank Mandiri (Persero) ADS;DJUSBK;BANKS;;;;;;
BAC.PE;Bank of America Corp. Dep. Pfd. (Rep. 1/1000th Interest in a share of Non-Cum Pfd Series E);DJUSBK;BANKS;;;;;;
BMO;Bank of Montreal;DJUSBK;BANKS;;;;;;
BNS;Bank of Nova Scotia;DJUSBK;BANKS;;;;;;
BKSC;Bank of South Carolina Corp.;DJUSBK;BANKS;;;;;;
BCAR;Bank of the Carolinas (NC);DJUSBK;BANKS;;;;;;
BKRKY;Bank Rakyat Indonesia ADS Rep B Shares;DJUSBK;BANKS;;;;;;
BKJAY;Bank of Yokohama Ltd. ADS;DJUSBK;BANKS;;;;;;
BHBK;Blue Hills Bancorp Inc.;DJUSBK;BANKS;;;;;;
BNCN;BNC Bancorp;DJUSBK;BANKS;;;;;;
BNCC;BNCCORP Inc.;DJUSBK;BANKS;;;;;;
BAC.PL;Bank of America Corp. 7.25% Non-Cum. Perp. Conv. Pfd. Series L;DJUSBK;BANKS;;;;;;
BAC.PW;Bank of America Corp. Dep. Pfd. (Rep. 1/1000th Pfd. Series W);DJUSBK;BANKS;;;;;;
BNPQY;BNP Paribas S.A. ADS;DJUSBK;BANKS;;;;;;
BHKLY;BOC Hong Kong (Holdings) Ltd. ADS;DJUSBK;BANKS;;;;;;
BNKHF;BOC Hong Kong (Holdings) Ltd.;DJUSBK;BANKS;;;;;;
BOFI;BofI Holding Inc.;DJUSBK;BANKS;;;;;;
BOKF;BOK Financial Corp.;DJUSBK;BANKS;;;;;;
BPFHP;Boston Private Financial Holdings Inc. Dep. (Rep. 1/40th Non-Cum. Perp. Pfd. Series D);DJUSBK;BANKS;;;;;;
BPFH;Boston Private Financial Holdings Inc.;DJUSBK;BANKS;;;;;;
BPFHW;Boston Private Financial Holdings Inc. Wt;DJUSBK;BANKS;;;;;;
BDGE;Bridge Bancorp Inc.;DJUSBK;BANKS;;;;;;
BBNK;Bridge Capital Holdings;DJUSBK;BANKS;;;;;;
BYFC;Broadway Financial Corp.;DJUSBK;BANKS;;;;;;
BRKL;Brookline Bancorp Inc.;DJUSBK;BANKS;;;;;;
BMTC;Bryn Mawr Bank Corp.;DJUSBK;BANKS;;;;;;
BLMT;BSB Bancorp Inc.;DJUSBK;BANKS;;;;;;
CFFI;C&F Financial Corp.;DJUSBK;BANKS;;;;;;
BNK;C1 Financial Inc.;DJUSBK;BANKS;;;;;;
CARO;Carolina Financial Corp.;DJUSBK;BANKS;;;;;;
CFNB;California First National Bancorp;DJUSBK;BANKS;;;;;;
CRPB;California Republic Bancorp;DJUSBK;BANKS;;;;;;
PFH;Corporate Asset Backed Corp. Trust JCP 7.675%;DJUSBK;BANKS;;;;;;
GYB;Corporate Asset Backed Corp. CABCO Series 2004-101 Trust Goldman Sachs Capital I Float. Rate Call Ctfs;DJUSBK;BANKS;;;;;;
CABC;California Bank;DJUSBK;BANKS;;;;;;
CAC;Camden National Corp.;DJUSBK;BANKS;;;;;;
CBWBF;Canadian Western Bank;DJUSBK;BANKS;;;;;;
CBF;Capital Bank Financial Corp.;DJUSBK;BANKS;;;;;;
CBNJ;Cape Bancorp Inc.;DJUSBK;BANKS;;;;;;
CCBG;Capital City Bank Group Inc.;DJUSBK;BANKS;;;;;;
CFFN;Capitol Federal Financial Inc.;DJUSBK;BANKS;;;;;;
CFNL;Cardinal Financial Corp.;DJUSBK;BANKS;;;;;;
CART;Carolina Trust Bank;DJUSBK;BANKS;;;;;;
CARE;Carter Bank & Trust;DJUSBK;BANKS;;;;;;
CACB;Cascade Bancorp;DJUSBK;BANKS;;;;;;
CATY;Cathay General Bancorp;DJUSBK;BANKS;;;;;;
GYC;Corporate Asset Backed Corp. CABCO Series 2004-102 Trust SBC Communication Inc. Call Fltg Rate Ctfs;DJUSBK;BANKS;;;;;;
CBFV;CB Financial Services Inc.;DJUSBK;BANKS;;;;;;
CCFN;CCFNB Bancorp Inc.;DJUSBK;BANKS;;;;;;
CM;Canadian Imperial Bank of Commerce;DJUSBK;BANKS;;;;;;
CSFL;Centerstate Banks Inc.;DJUSBK;BANKS;;;;;;
CFBK;Central Federal Corp.;DJUSBK;BANKS;;;;;;
CPF;Central Pacific Financial Corp.;DJUSBK;BANKS;;;;;;
CNBKA;Century Bancorp Inc. Cl A;DJUSBK;BANKS;;;;;;
CHFN;Charter Financial Corp.;DJUSBK;BANKS;;;;;;
CHFC;Chemical Financial Corp.;DJUSBK;BANKS;;;;;;
CPKF;Chesapeake Financial Shares Inc.;DJUSBK;BANKS;;;;;;
CHEV;Cheviot Financial Corp.;DJUSBK;BANKS;;;;;;
CBNK;Chicopee Bancorp Inc.;DJUSBK;BANKS;;;;;;
BCH;Banco de Chile ADS;DJUSBK;BANKS;;;;;;
CMAKY;China Minsheng Banking Corp. Ltd. ADS;DJUSBK;BANKS;;;;;;
CIHKY;China Merchants Bank Co. Ltd. ADS;DJUSBK;BANKS;;;;;;
CICHY;China Construction Bank Corp. ADS;DJUSBK;BANKS;;;;;;
DIVC;Citigroup Inc. C-Tracks ETN Miller/Howard Strategic Dividend Reinvestor Due September 16, 2024;DJUSBK;BANKS;;;;;;
CVOL;C-TRACKS Exchange Trade Notes based on the Performance of the Citi Volatility Index Total Return;DJUSBK;BANKS;;;;;;
C;Citigroup Inc.;DJUSBK;BANKS;;;;;;
C.PN;Citigroup Capital XIII TruPS Fixed/Fltg;DJUSBK;BANKS;;;;;;
C.PP;Citigroup Inc. Dep. Pfd. (Rep 1/1000th interest in a share of 8.125% Non-Cum Pfd Series AA);DJUSBK;BANKS;;;;;;
C.PC;Citigroup Inc. Dep. (Rep. 1/1000th 5.80% Non-Cum. Pfd. Series C);DJUSBK;BANKS;;;;;;
C.PJ;Citigroup Inc. Dep. Pfd. (Rep. 1/1000th Fixed/Floating Pfd. Series J);DJUSBK;BANKS;;;;;;
C.PK;Citigroup Inc. Dep. Pfd. (Rep. 1/1000th Interest in a Share of 6.875% Fixed Rate/Floating Rate Noncum. Pfd. Series K);DJUSBK;BANKS;;;;;;
C.PL;Citigroup Inc. Dep. Pfd. (Rep. 1/1000th Share of 6.875% Noncum. Pfd. Series L);DJUSBK;BANKS;;;;;;
C.WS.B;Citigroup Inc. Wt 2018;DJUSBK;BANKS;;;;;;
C.WS.A;Citigroup Inc. Wt 2019;DJUSBK;BANKS;;;;;;
CZNC;Citizens & Northern Corp.;DJUSBK;BANKS;;;;;;
CFG;Citizens Financial Group Inc.;DJUSBK;BANKS;;;;;;
CHCO;City Holding Co.;DJUSBK;BANKS;;;;;;
CYN;City National Corp.;DJUSBK;BANKS;;;;;;
CYN.PC;City National Corp. Dep. Shs. (Rep. 1/40th 5.5% Non-Cum. Perp. Pfd. Series C);DJUSBK;BANKS;;;;;;
CYN.PD;City National Corp. Dep. Pfd. (Rep. 1/40th Fixed/Floating Non-Cum. Pfd. Series D);DJUSBK;BANKS;;;;;;
CSBK;Clifton Bancorp Inc.;DJUSBK;BANKS;;;;;;
CMWAY;Commonwealth Bank of Australia ADS;DJUSBK;BANKS;;;;;;
CCNE;CNB Financial Corp. (Pennsylvania);DJUSBK;BANKS;;;;;;
CWAY;Coastway Bancorp Inc.;DJUSBK;BANKS;;;;;;
CKNQP;Cobank ACB Pfd. Series H;DJUSBK;BANKS;;;;;;
COBZ;CoBiz Financial Inc.;DJUSBK;BANKS;;;;;;
CVLY;Codorus Valley Bancorp Inc.;DJUSBK;BANKS;;;;;;
